source_ticker,target_ticker,target_name,category,supply_chain_stage,connection_type,relationship,importance,risk_note
COIN,AMP,"Ameriprise Financial, Inc.",Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Ameriprise Financial, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,AON,Aon plc,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Aon plc ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,ARES,Ares Management Corporation,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Ares Management Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,AXP,American Express,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,American Express ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,BAC,Bank of America Corporation,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Bank of America Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,BILL,"BILL Holdings, Inc.",Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"BILL Holdings, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,BLK,"BlackRock, Inc.",Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"BlackRock, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,BX,Blackstone Inc.,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Blackstone Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,C,"Citigroup, Inc.",Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Citigroup, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,CME,CME Group Inc.,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,CME Group Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,COF,Capital One Financial Corporati,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Capital One Financial Corporati ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,CRCL,"Circle Internet Group, Inc.",Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Circle Internet Group, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,DLO,DLocal Limited,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,DLocal Limited ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,FICO,Fair Isaac Corporation,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Fair Isaac Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,FIS,Fidelity National Information S,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Fidelity National Information S ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,GDRX,"GoodRx Holdings, Inc.",Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"GoodRx Holdings, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,GLOB,Globant S.A.,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Globant S.A. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,GS,"Goldman Sachs Group, Inc. (The)",Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Goldman Sachs Group, Inc. (The) ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,HOOD,Robinhood,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Robinhood ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,ICE,Intercontinental Exchange Inc.,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Intercontinental Exchange Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,JPM,JP Morgan Chase & Co.,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,JP Morgan Chase & Co. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,KKR,KKR & Co. Inc.,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,KKR & Co. Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,MA,Mastercard,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Mastercard ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,PYPL,PayPal,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,PayPal ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,SOFI,SoFi,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,SoFi ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,V,Visa,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Visa ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
CRCL,AFRM,Affirm,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Affirm ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Circle Internet Group, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
CRCL,AJG,Arthur J. Gallagher & Co.,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Arthur J. Gallagher & Co. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Circle Internet Group, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
CRCL,AMP,"Ameriprise Financial, Inc.",Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Ameriprise Financial, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Circle Internet Group, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
CRCL,AON,Aon plc,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Aon plc ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Circle Internet Group, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
CRCL,ARES,Ares Management Corporation,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Ares Management Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Circle Internet Group, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
CRCL,AXP,American Express,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"American Express ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Circle Internet Group, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
CRCL,BAC,Bank of America Corporation,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Bank of America Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Circle Internet Group, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
CRCL,COIN,Coinbase,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Coinbase ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Circle Internet Group, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
CRCL,MA,Mastercard,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Mastercard ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Circle Internet Group, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
CRCL,PYPL,PayPal,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"PayPal ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Circle Internet Group, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
CRCL,SOFI,SoFi,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"SoFi ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Circle Internet Group, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
CRCL,V,Visa,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Visa ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Circle Internet Group, Inc..",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
CRM,ALAB,"Astera Labs, Inc.",KI-Chips / Cloud-Capex,5 - Komponenten / Chips,Zulieferer / Infrastruktur,"Astera Labs, Inc. ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.",Hoch,"KI-Chipkosten, Capex-Zyklus und Wettbewerb beobachten"
CRM,AMD,AMD,KI-Chips / Cloud-Capex,5 - Komponenten / Chips,Zulieferer / Infrastruktur,AMD ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.,Hoch,"KI-Chipkosten, Capex-Zyklus und Wettbewerb beobachten"
CRM,AVGO,Broadcom,KI-Chips / Cloud-Capex,5 - Komponenten / Chips,Zulieferer / Infrastruktur,Broadcom ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.,Hoch,"KI-Chipkosten, Capex-Zyklus und Wettbewerb beobachten"
CRM,INTC,Intel,KI-Chips / Cloud-Capex,5 - Komponenten / Chips,Zulieferer / Infrastruktur,Intel ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.,Hoch,"KI-Chipkosten, Capex-Zyklus und Wettbewerb beobachten"
CRM,MRVL,Marvell,KI-Chips / Cloud-Capex,5 - Komponenten / Chips,Zulieferer / Infrastruktur,Marvell ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.,Hoch,"KI-Chipkosten, Capex-Zyklus und Wettbewerb beobachten"
CRM,NVDA,NVIDIA,KI-Chips / Cloud-Capex,5 - Komponenten / Chips,Zulieferer / Infrastruktur,NVIDIA ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.,Hoch,"KI-Chipkosten, Capex-Zyklus und Wettbewerb beobachten"
CRM,QCOM,Qualcomm,KI-Chips / Cloud-Capex,5 - Komponenten / Chips,Zulieferer / Infrastruktur,Qualcomm ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.,Hoch,"KI-Chipkosten, Capex-Zyklus und Wettbewerb beobachten"
CRM,ANET,Arista Networks,Cloud-Infrastruktur,6 - Rechenzentrum / Infrastruktur,Infrastruktur / Ermöglicher,Arista Networks ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.,Hoch,"Datacenter-Ausbau, Margen und Lieferzeiten beachten"
CRM,CARR,Carrier Global Corporation,Cloud-Infrastruktur,6 - Rechenzentrum / Infrastruktur,Infrastruktur / Ermöglicher,Carrier Global Corporation ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.,Hoch,"Datacenter-Ausbau, Margen und Lieferzeiten beachten"
CRM,CSCO,"Cisco Systems, Inc.",Cloud-Infrastruktur,6 - Rechenzentrum / Infrastruktur,Infrastruktur / Ermöglicher,"Cisco Systems, Inc. ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.",Hoch,"Datacenter-Ausbau, Margen und Lieferzeiten beachten"
CRM,DELL,Dell Technologies,Cloud-Infrastruktur,6 - Rechenzentrum / Infrastruktur,Infrastruktur / Ermöglicher,Dell Technologies ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.,Hoch,"Datacenter-Ausbau, Margen und Lieferzeiten beachten"
CRM,EMR,Emerson Electric Company,Cloud-Infrastruktur,6 - Rechenzentrum / Infrastruktur,Infrastruktur / Ermöglicher,Emerson Electric Company ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.,Hoch,"Datacenter-Ausbau, Margen und Lieferzeiten beachten"
CRM,EQIX,"Equinix, Inc.",Cloud-Infrastruktur,6 - Rechenzentrum / Infrastruktur,Infrastruktur / Ermöglicher,"Equinix, Inc. ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.",Hoch,"Datacenter-Ausbau, Margen und Lieferzeiten beachten"
CRM,ETN,Eaton,Cloud-Infrastruktur,6 - Rechenzentrum / Infrastruktur,Infrastruktur / Ermöglicher,Eaton ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.,Hoch,"Datacenter-Ausbau, Margen und Lieferzeiten beachten"
CRM,GEV,GE Vernova,Cloud-Infrastruktur,6 - Rechenzentrum / Infrastruktur,Infrastruktur / Ermöglicher,GE Vernova ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.,Hoch,"Datacenter-Ausbau, Margen und Lieferzeiten beachten"
CRM,GNRC,Generac Holdlings Inc.,Cloud-Infrastruktur,6 - Rechenzentrum / Infrastruktur,Infrastruktur / Ermöglicher,Generac Holdlings Inc. ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.,Hoch,"Datacenter-Ausbau, Margen und Lieferzeiten beachten"
CRM,HPE,Hewlett Packard Enterprise,Cloud-Infrastruktur,6 - Rechenzentrum / Infrastruktur,Infrastruktur / Ermöglicher,Hewlett Packard Enterprise ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.,Hoch,"Datacenter-Ausbau, Margen und Lieferzeiten beachten"
CRM,JCI,Johnson Controls International,Cloud-Infrastruktur,6 - Rechenzentrum / Infrastruktur,Infrastruktur / Ermöglicher,Johnson Controls International ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.,Hoch,"Datacenter-Ausbau, Margen und Lieferzeiten beachten"
CRM,ROK,"Rockwell Automation, Inc.",Cloud-Infrastruktur,6 - Rechenzentrum / Infrastruktur,Infrastruktur / Ermöglicher,"Rockwell Automation, Inc. ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.",Hoch,"Datacenter-Ausbau, Margen und Lieferzeiten beachten"
CRM,SMCI,Super Micro Computer,Cloud-Infrastruktur,6 - Rechenzentrum / Infrastruktur,Infrastruktur / Ermöglicher,Super Micro Computer ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.,Hoch,"Datacenter-Ausbau, Margen und Lieferzeiten beachten"
CRM,VRT,Vertiv,Cloud-Infrastruktur,6 - Rechenzentrum / Infrastruktur,Infrastruktur / Ermöglicher,Vertiv ist ein wichtiger Baustein im Cloud-/KI-Ökosystem von Salesforce.,Hoch,"Datacenter-Ausbau, Margen und Lieferzeiten beachten"
CRM,ADBE,Adobe,Cloud / SaaS / Datenplattformen,7 - Plattform / Cloud / Software,Cloud / Software-Ökosystem,Adobe ist Teil des gleichen Themen-/Lieferkettenclusters 'Cloud / SaaS / Datenplattformen' wie Salesforce.,Hoch,"Cloud-Budgets, Wettbewerb und Umsatzwachstum beobachten"
CRM,AKAM,"Akamai Technologies, Inc.",Cloud / SaaS / Datenplattformen,7 - Plattform / Cloud / Software,Cloud / Software-Ökosystem,"Akamai Technologies, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Cloud / SaaS / Datenplattformen' wie Salesforce.",Hoch,"Cloud-Budgets, Wettbewerb und Umsatzwachstum beobachten"
CRM,AMZN,Amazon,Cloud / SaaS / Datenplattformen,7 - Plattform / Cloud / Software,Cloud / Software-Ökosystem,Amazon ist Teil des gleichen Themen-/Lieferkettenclusters 'Cloud / SaaS / Datenplattformen' wie Salesforce.,Hoch,"Cloud-Budgets, Wettbewerb und Umsatzwachstum beobachten"
CRM,APPF,"AppFolio, Inc.",Cloud / SaaS / Datenplattformen,7 - Plattform / Cloud / Software,Cloud / Software-Ökosystem,"AppFolio, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Cloud / SaaS / Datenplattformen' wie Salesforce.",Hoch,"Cloud-Budgets, Wettbewerb und Umsatzwachstum beobachten"
CRM,ASAN,"Asana, Inc.",Cloud / SaaS / Datenplattformen,7 - Plattform / Cloud / Software,Cloud / Software-Ökosystem,"Asana, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Cloud / SaaS / Datenplattformen' wie Salesforce.",Hoch,"Cloud-Budgets, Wettbewerb und Umsatzwachstum beobachten"
CRM,BOX,"Box, Inc.",Cloud / SaaS / Datenplattformen,7 - Plattform / Cloud / Software,Cloud / Software-Ökosystem,"Box, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Cloud / SaaS / Datenplattformen' wie Salesforce.",Hoch,"Cloud-Budgets, Wettbewerb und Umsatzwachstum beobachten"
CRM,BZ,KANZHUN LIMITED - American Depo,Cloud / SaaS / Datenplattformen,7 - Plattform / Cloud / Software,Cloud / Software-Ökosystem,KANZHUN LIMITED - American Depo ist Teil des gleichen Themen-/Lieferkettenclusters 'Cloud / SaaS / Datenplattformen' wie Salesforce.,Hoch,"Cloud-Budgets, Wettbewerb und Umsatzwachstum beobachten"
CRM,CXM,"Sprinklr, Inc.",Cloud / SaaS / Datenplattformen,7 - Plattform / Cloud / Software,Cloud / Software-Ökosystem,"Sprinklr, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Cloud / SaaS / Datenplattformen' wie Salesforce.",Hoch,"Cloud-Budgets, Wettbewerb und Umsatzwachstum beobachten"
CRM,DBX,"Dropbox, Inc.",Cloud / SaaS / Datenplattformen,7 - Plattform / Cloud / Software,Cloud / Software-Ökosystem,"Dropbox, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Cloud / SaaS / Datenplattformen' wie Salesforce.",Hoch,"Cloud-Budgets, Wettbewerb und Umsatzwachstum beobachten"
CRM,DDOG,Datadog,Cloud / SaaS / Datenplattformen,7 - Plattform / Cloud / Software,Cloud / Software-Ökosystem,Datadog ist Teil des gleichen Themen-/Lieferkettenclusters 'Cloud / SaaS / Datenplattformen' wie Salesforce.,Hoch,"Cloud-Budgets, Wettbewerb und Umsatzwachstum beobachten"
CRM,DOCN,"DigitalOcean Holdings, Inc.",Cloud / SaaS / Datenplattformen,7 - Plattform / Cloud / Software,Cloud / Software-Ökosystem,"DigitalOcean Holdings, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Cloud / SaaS / Datenplattformen' wie Salesforce.",Hoch,"Cloud-Budgets, Wettbewerb und Umsatzwachstum beobachten"
